,location_id,location_code,1995,gdp_over_exports,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99
30,29,BLZ,724000000.0,26.20080762180046,0,0,4439,0,0,5854,9062,0,0,0,62354,0,22389,14173,5350,0,0,0,29158,2004,0,5980,6287,39251,2095,2321,0,0,6513,13131,39506,26604058,0,0,0,57175,565945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8229,0,0,78679,0,0,24053,0,0,0,0,0,2161,3043,16753,2773,0,0,0,0,0,0,0
31,45,CMR,15000000000.0,105.04353066937057,1054,6592992,3488,0,8302,23893,2800,0,0,20121,0,8853,123817,2092624,1320,0,74094,0,2268,0,0,783801,1876597,2911178,1840145,133119,78168,55534,9691,4378,3262,123508422,107610,0,0,28510,1776426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12018,2680,1081,107107,0,4989,3713,0,0,268799,0,0,213714,13154,93519,0,3005,0,0,0,0,0,1696
32,71,ESP,968000000000.0,97.59058210588253,54337494,90288367,138633359,39395509,61384034,31523706,39689372,4830343,25132517,754319,7374863,3563105,42574959,99050989,7677981,43069914,110890084,4731269,226778168,147216730,24362722,145663832,218157011,1399791019,136191299,19670281,19019554,12340897,598681749,1738685103,228922272,116273499,24649182,109830560,5367498,173406716,1048568316,724448,1134,1300,180650358,31798401,38401264,34989092,2580239,9731247,13798553,5366844,58346,1879996,7492435,3156909,117603577,9043057,72457052,165832133,148312186,74449457,30697944,63494436,45167259,87213427,4460153,228378904,209861408,483581441,352554709,900818,41239308,2730465,60634087,10776168,5893491,116469587,58129693
33,223,TUN,23800000000.0,103.05639682075173,149141,1250091,3105962,0,1543574,1836745,26149,32166,1895902,0,71213,0,3156489,5099507,3190873,149884,658355,22378,273072,1088328,9448,1008228,6925915,1602432,338388,137207,94964,61110,5068932,14592294,33733,0,10165,36564,20847,1840016,53646898,43671,0,0,27830,571021,16823,6349,183330,110289,84436,30631,2171,7957,0,238485,224601,0,0,0,238802,4842,13915,256698,28714,90252951,2359664,558207,2831955,9820589,11252653,0,129869,169195,386377,431622,373625,1160724,146545
34,15,AUT,297000000000.0,89.13270603427448,25247779,77355503,171432035,101600,100457142,35648709,138243483,11831617,35042485,3073905,85371792,2941163,361586948,248874516,12920476,47154765,53811387,98387120,65289108,101245109,16678588,187453311,262632962,28569137,15244029,906599,1200745,352741,8986286,5038105,1773849,25649784,20148835,3145258,538509,3021557,13941458,230670,15557,99349,48922368,5118957,4308232,166157827,2921117,746648,1513384,3408,305345,173035,895338,1556617,11865345,1830057,1562893,30283787,42425916,159426921,5030050,25787264,32381079,44956823,32799023,10021094,130804174,145912661,88958022,140886,1127298,449756,3108598,10612588,3936852,37820036,6602842
35,25,BHS,7890000000.0,139.88033334990385,11559,113555,318651,0,8840,2034,160020,2304,0,0,0,0,262165,0,1944,0,0,0,565345,1687,4344,24317,0,600562,0,0,0,0,8721,10930,4026265,163830,0,0,0,0,194660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240858,0,0,701354,0,36824052,0,11038138,107444,0,0,0,0,0,0,0,0,0,0,2693,0,8015,1069
36,216,THA,222000000000.0,96.1647930627349,77988024,4022003,37602326,5578,4471672,822615,1870545,16527,3537408,1029340,2626115,1386404,13959509,21397332,28774511,2666275,6414029,3781149,67537140,20167338,11418134,68568004,252011713,65209040,47272954,359003105,4976788,47951147,118979882,1944063,4383512,3312332,166183,173582,278990,16003186,154113063,0,0,1605378,100525366,25201169,7767768,50065949,2487986,0,170396,11535,51192,634120,2526132,132497,30729550,366843,354144,10954252,81732444,3431904,637268,77962211,187474,76611914,62207368,666292,62505439,32394091,39700068,3284034,81340343,1401399,72386551,4338758,2951128,8287247,7085450
37,166,NZL,101000000000.0,45.77825185856269,2298456,1989161,478126,0,7035658,4193767,18214717,21262733,8929946,0,376240,426565,7920716,3614057,735619,8537755,967637,48235,5300869,1927677,5242964,23728440,39684010,127119149,52936396,3964357,3392796,65214,24310984,1871947,1396002,3211,362113244,1226161,7144,502694,371415926,29922,0,0,94868,86071,5820,217456,0,193651912,477720145,1520185,831994,2636097,18910705,7246,290109615,118418,380051,431369,13529,4055119,604274,1496600,477704,6779127,274517,36327067,6334519,32431797,2822258,54364,86282,36301,1370930,274024,148361,12054663,655948
38,99,HND,9160000000.0,29.044694289483655,5545,717135,24498,0,7114,58349,34028,0,20692,8799,224781,23791,367273,363860,120336,7453,240122,5943,0,2234,0,227417,9268650,6112686,1307277,240032,92337,56679,1366083,1105879,2603073,219114543,15948,50119,0,1016227,55444023,1892,0,0,0,5769,32024,2228,22730,15612,4523,0,0,269496,21566,2328,114482,3497,0,10561,20805,51815,0,116656,0,12790026,18151,0,1020965,38039,312355,0,2559,2626,6614,0,0,44612,191160
39,72,EST,10900000000.0,137.87005239087287,2256871,6544406,813929,0,190048,1428249,1480812,215459,674282,206574,551968,102245,2791133,1747593,3915436,338651,301141,12443,896063,990087,54344,2038502,7234717,1033404,506384,241541,53351,31273,550346,224230,68731,97878,27735,169183,0,226730,907303,0,0,0,42467,38005,6193,8376,52124,725069,95289,576294,0,9588,2843,14822,1934023,3105,1974171,9532278,194249,23793,1531,7512,0,8251674,90134,1538037,997174,4844365,1088857,118895,43368,2403920,868383,468926,214625,3825229,141593
40,207,SVN,31100000000.0,56.31156996836327,20228558,6674797,47227591,0,7900223,7093872,12929531,133220,2863612,10331,1130248,177276,3023314,52052636,409589,3075373,1054021,456395,78425082,2110280,2315680,9873550,17102117,3986873,785787,15893510,477181,122810,5247727,256027,127314,313875,7158778,102939,13847,255789,1086813,528745,0,273088,274991,28225,240636,130797,880331,24657,32095,717757,40155,51979,529500,0,18162287,4427,137609,539906,34619436,514967,212548,730688,91425,26178698,1203859,3247911,16610626,67460330,55363950,0,6942335,346188,740634,306307,154410,2059937,806371
41,59,CZE,146000000000.0,80.48714072333425,41442639,55710764,184209793,5223583,24105311,22089663,44029788,4870798,11254689,86899,114464612,12363580,13755169,110317579,43386012,74675669,18837010,88510,30444565,13230811,4793977,55264769,58342792,1570657,1977706,55544280,1204521,275957,4125251,321595,147312,435117,11856467,279372,0,1447151,8254678,20418,0,0,11947317,3308157,2214857,28235050,736310,12621638,1473063,388611,16785,1387204,2485178,2748555,38202548,312946,21346415,113370967,34154422,16552696,68135234,12242873,2660230,86779199,5993513,5545349,34010820,78374893,68625722,439911,7143131,9031262,46980812,13479098,8893353,27656615,16010164
42,136,MDG,6560000000.0,114.21792177043908,0,0,0,2887,365128,0,0,0,0,0,0,22890,79607,31933,49648,29899,0,0,0,0,30287,3736678,49880,2159820,674531,1020048,146378,8476,2607640,0,19451,1911,0,0,0,2034978,38570775,5538147,0,0,0,0,0,0,0,0,0,0,0,5957,0,0,27429,0,0,0,82701,0,0,0,0,130639,1234,0,0,1921,3196,0,0,0,0,0,0,0,0
43,106,IRL,115000000000.0,51.086314495206,30793528,8734321,74167557,386495,16395528,7453997,16094093,5156523,24655517,0,9128537,497235,8792716,20086646,2819080,6999289,3310962,26502618,120888090,18116660,26358692,80422272,84993976,91036662,6830236,125215,11447715,373535,8192779,192376,118414,12675195,737340,1640580,0,339303,1531856,3298,0,0,149361639,31686527,559642,71442,1443508,20287278,12087393,0,7181689,2305385,1462231,3212752,1196963,521169,468876,73073343,204267,334383619,112680841,346827137,214976634,367334,688305,3861768,62113397,97889736,1066294,156522,44617,105381,1471783,300309,353690,7300832,33380981
44,179,PRT,187000000000.0,192.52367183300714,2505856,129421493,50652944,56500,1032048,5142686,2715509,1807753,2436897,114324,6817313,1183573,12400758,2455409,23012868,1312049,10597196,1034996,13501920,5623239,1080800,10527264,32271503,13964950,21122398,10513977,2164627,291930,137297296,2983909,2295018,9107339,4162142,713885,171388,19697530,17183966,625135,0,0,17482963,24106150,3724657,107054,472799,907590,1751658,694090,6212,692793,2153980,6140076,4148710,424164,276602,2846775,11934345,1818950,6754037,307135,1470220,147513801,1512688,20217764,13092774,106524527,2640034,204885,429780,378574,15072979,588378,93919,12784705,2032973
45,226,TZA,14400000000.0,186.51133691676011,0,262896,0,0,41810,0,0,0,0,0,99399,0,36431,121111,3883,0,0,0,0,0,1717,111588,151152,868957,5205,519328,10856,1427,1614,1755,2282,0,0,0,0,70591209,15609,4133950,0,12726,0,0,12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44857,0,19428,135541,0,0,0,0,0,0,0,0
46,35,BTN,531000000.0,80.3402310439797,0,0,0,0,39593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81383,0,0,16278,0,7206,4891353,0,0,1571980,0,0,0,1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
